year,movie,actor,dialogue,englishDialogue
1998,Dil Se,Sabyasachi Chakraborty,Yeh zaroori nahi ki tum ek behtar samaaj mein pehda ho ... zaroori yeh hai ki doosro ko tum ek behtar samaaj dekar vida lo,It is not necessary that you must be born in a good society ... but it is necessary that you give others a better society
1998,Dil Se,Manisha Koirala,Joh ajnabi desh mein soo gaya ... uska sab kuch kho gaya,One who sleeps in a foreign country ... loses everything
1998,China Gate,Mukesh Tiwari,Mere mann ko bhaya ... main kutta kaat ke khaya,My heart liked it ... and so I cut the dog and ate it
1998,China Gate,Mukesh Tiwari,Humse ladne ki himmat toh jutta loge ... par kaminapan kahan se laoge?,You will accumulate the courage to fight against me ... but from where will you get the sneakiness?
1998,China Gate,Naseeruddin Shah,Haath mein bandook lekar apne aap ko bahadur samajhna utna hi aasaan hai ... jitna kisi nihatte ko buzdil samajhna,It is easy to consider a weaponless person as a coward ... as easy as it is to consider yourself a brave person by simply holding a gun in your hand
1998,China Gate,Om Puri,"Jung koi bhi ho, nateeja kuch bhi ho ... ek sipahi apna kuch na kuch kho hi deta hai","Be it any war, be it any outcome ... a soldier loses something or the other"
1998,China Gate,Mukesh Tiwari,Ab kachoo nahi hona hai ... sirf rona hi rona hai,Now nothing will happen ... you simply have to cry and cry
1998,China Gate,Naseeruddin Shah,"Cancer se zyada khaufnak bimari toh aapki ragon mein daud rahi hai ... nafrat ki bimari, shaq ki bimari","A disease much more dangerous than cancer is running in your veins ... the disease of hatred, the disease of suspicion"
1998,China Gate,Om Puri,Janwar jab adamkhor ban jaye ... toh uski chamdi udherkar deewar par chipka di jaati hai,When an animal turns ferocious ... then you strip his skin out and hang it on the wall
1998,Do Numbri,Sadashiv Amrapurkar,Main ek baar kehta hoon ... sau baar samajh lena,I say it once ... but you need understand that 100 times
1998,Do Numbri,Mohan Joshi,Maa baap apni aulad ke maathe par chamakta chand dekhne ki tammana karte hai ... aur aulad maa baap ke maathe par badnaami ka daag laga diya karti hai,Parents wish to see the shining moon on the forehead of their children ... and children apply the mark of disgrace on the forehead of their parents
1998,Do Numbri,Mithun Chakraborty,"Aapko malum hai aurat ki izzat kya hoti hai? ... ek sheeshay ki tarah, toot jaye toh judta nahi ... ek phool ki tarah, todh diya toh murjha jaata hai","Do you know what is the honour of a woman? ... it's like a mirror, which cannot be fixed once it breaks ... it's like a flower, it wilts if you break it"
1998,Do Numbri,Sadashiv Amrapurkar,Naam hai mera Hatela Hitler ... meri makkari ke samne Hitler bhi ban jaata hai butler,My name is Hatela Hitler ... and in front of cunningness even Hitler becomes a butler
1998,Duplicate,Gulshan Grover,Mere haath mein maut ki rekha hi nahi hai,I don't have the line of death in my hand
1998,Duplicate,Shahrukh Khan,Agar maine chey goliyan chalai hai toh teri kismat ... aur agar maine paanch goliyan chalai hai toh meri kismat,If I have fired six bullets then it is your luck ... and if I have fired five bullets then it is my luck
1998,Duplicate,Shahrukh Khan,Baimaani ka dhanda bhi main imaandari se karta hoon,I even do the business of cheating with honesty
1998,Duplicate,Shahrukh Khan,"Yeh bandook, tu nishana ... yeh goli, tera seena","This gun, and you're the target ... this bullet, and your chest"
1998,Gharwali Baharwali,Asrani,Guzarta hua waqt bade se bade masle ko suljha deta hai,Passing time solves even the biggest of the problems
1998,Gharwali Baharwali,Anil Kapoor,Aurat zindagi mein sab kuch baant sakti hai ... apna mangalsutra nahi,A woman can share everything in life ... but not her wedding necklace
1998,Dulhe Raja,Govinda,"Meri maa ne kaha tha ... ki jab bhi koi buzurg tum par haath uthaye, toh uska jawab muskurakar dena","My mom had said ... whenever an older person raises their hand on you, then reply to that with a smile"
1998,Dulhe Raja,Govinda,Aaj tak mujhe tum jaisi koi ladki dikhi hi nahi ... dikhi hai toh mili hi nahi ... mili nahi toh baat bani hi nahi ... baat bani nahi toh baat aage badhi hi nahi ... isliye main zindagi mein peeche reh gaya,Till today I have not seen a girl like you ... if seen then I've never met ... if I've never met then the point is never made ... if the point is never made then the point has never moved ahead ... that's why I was left behind in life
1998,Dulhe Raja,Kader Khan,"Daulat ka kya hai, woh toh aati jati rehti hai ... magar beti toh ghar ki izzat hai ... aur izzat ek baar chali jaye toh woh laut kar vapis nahi aaya karti","Who cares for wealth, it comes and goes ... but daughter is the honor of the house ... and once honor goes away then it never comes back"
1998,Dulhe Raja,Govinda,Yeh andhere mein hazaar volt ke jhatke kyun de rahi ho? ... mere dil mein na jaane kaise kaise bulb jal uthe,Why are you giving thousand volt shocks in the dark? ... I'm not sure what different kinds of bulbs are lighting up in my heart
1998,Dulhe Raja,Mohnish Behl,Ek juari ki haar ya jeet ka faisla tab hota hai ... jab woh apne saare patte khol deta hai,The decision of win or lose for a gambler happens ... only when he opens all his cards
1998,Dulhe Raja,Govinda,"Haraam ki daulat, zabardasti ka pyar aur ganda badbudar khana ... in teeno ka ek hi hashar hona chahiye ... inhe uthakar kachre ke dabbe mein phek dena chahiye","Unlawful wealth, forceful love and dirty stinky food ... these three things must be treated in one way only ... they must be picked up and thrown in a thrash can"
1998,Dulhe Raja,Govinda,Zara hum mein bhi batting karne do yaar ... taki hum bhi batayein ki ball stadium ke bahar kaise jata hai,Let me also bat please ... so that even I can show how the ball goes out of the stadium
1998,Dulhe Raja,Govinda,Ummeed ka diya toh zindagi ka diya bujhne ke baad hi bujhta hai,The lamp of hope only blows out after the lamp of life blows out
1998,Dulhe Raja,Prem Chopra,Log toh aasteen mein saanp paalte hai ... lekin tum toh aasteen ke bichhoo nikle,People foster a snake in their arm ... but you turned out to be a scorpion in the arm
1998,Dulhe Raja,Dinesh Hingoo,"Uski wajah se mera blood pressure, pressure cooker ki mafik itna upar chad jata hai ... ki chaaro taraf se seetiyan bajne lagti hai",Because of him my blood pressure goes higher like as in a pressure cooker ... that from all four sides I keep whistling
1998,Dulhe Raja,Govinda,Mann mein itna loud baat karoge toh awaaz toh aayegi na,If you'll talk so loudly inside your heart then the voice will be heard
1998,Ghulam,Dalip Tahil,Lehron ke saath toh koi bhi tair leta hai ... par asli insaan woh hai joh lehron ko cheerkar aage badta hai,Anyone can swim with the waves ... but a real person is someone who can tear apart the waves and move ahead
1998,Ghulam,Akshay Anand,"Haddi toh toot kar phir bhi jud jati hai ... lekin aadmi ki izzat, uska atmasaman ek baar toot jaye na toh phir kabhi nahi judta",Bones can be fixed if they break ... but if the human honor or dignity breaks then it can never be fixed
1998,Ghulam,Akshay Anand,Ladenge toh khoon bahega ... nahi ladenge toh yeh log khoon choos lenge,If we fight we will shed blood ... but if we don�t fight then these people will suck our blood
1998,Ghulam,Rajit Kapur,Dimaag? ... mutton ki dukaan pe batees rupaiy kilo bikta hai bheja,What brain? ... it sells at the mutton shop for Rs.32 a kilo
1998,Hitler,Johnny Lever,"Tareef us khuda ki jisne hum sabko banaya hai ... zara aapko yeda banaya, humko teda banaya hai",Praise the lord who has created all of us ... he has made you slightly mad and made me crazy
1998,Hitler,Raghuvaran,Paapiyon ka anth karne waale tumse pehle bhi kahi avtaar le chuke hai ... lekin is dharti par na paap khatam hua hai aur na hi paapi,People before you who have tried to end the sinners have taken many a forms ... but neither has sin ended on this earth nor have the sinners
1998,Hitler,Mithun Chakraborty,Aaj ke yug mein sache insaan ki koi keemat nahi hai ... wafaadari ki koi keemat nahi hai ... imaandari ki koi keemat nahi hai,In today's age there is no value of a honest person ... there is no value of loyalty ... there is no value of honesty
1998,Hatyara,Suman Ranganathan,Dil aur mandir ek jaise hote hai ... nah mandir se koi murat hatai ja sakti hai ... aur na hi dil mein basi hui surat bhulai ja sakti hai,A heart and a temple are like each other ... an idol cannot be removed from a temple ... and neither can a face settled in the heart be forgotton
1998,Hatyara,Mithun Chakraborty,Bade bade khatarnako ki nak kaat kar apne jeb mein rakh li hai,I have cut the nose of very dangerous people and kept it in my pocket
1998,Hatyara,Mithun Chakraborty,"Jab bhi mera khoon behta hai ... toh mujhe meri maa ke rone ki awaaz sunai deti hai ... aur joh maa ko rulata hai ... main usse nahi chhodta, chahe woh mard ho yah aurat","Whenever I bleed ... then I hear the crying voice of my mother ... and the one who makes a mother cry ... I don't leave him, whether he is a man or a woman"
1998,Hatyara,Mithun Chakraborty,Maarkar lashein aaisi gandi jagah pehkoonga ... jahan janwar bhi marna pasand nahi karte,I will kill and throw the dead bodies in such a dirty place ... where even animals don't like to die
1998,Hatyara,Mithun Chakraborty,Teri maut bankar aaya hoon ... teri laash girakar jaoonga,I have come as your death ... and I will drop your dead body and go
1998,Hatyara,Mithun Chakraborty,Glass mein sharab daalne waala bada nahi hota ... bada toh woh hota hai jiske glass mein sharab daali jaati hai,"The person who pours alcohol in the glass is not a big person ... the person in whose glass alcohol is poured, is the big person"
1998,Hatyara,Mithun Chakraborty,Aaj ke baad aane waala har pal ... tum dono ke dil ki dhadkan par hathoda bankar barsega,After today every moment that comes for both of you ... it will fall as a hammer on your heartbeats
1998,Hatyara,Mukesh Rishi,Sar se pair tak toh hum khud hi bure hai ... hamare liye buri khabar kya ho sakti hai,I am myself bad from head to toe ... there can't be any bad news for me
1998,Hatyara,Mithun Chakraborty,Aaj main tujhe aaisa tamasha dikhaonga ... ki duniya ke saare villian zulm karna bhool jayenge,I will show you such an entertainment today ... that all the villians of the world will forget cruelty
1998,Hatyara,Mithun Chakraborty,Yeh khoobsurat rishteydari ke peeche ... makkari aur chaalbazi ke sivah kuch nahi hota,Behind this beautiful relationship ... there is nothing but deceitfulness and canniness
1998,Hatyara,Mithun Chakraborty,Jiska saara shehar dushman ho ... usse dosti karne ka hum mein koi interest nahi,One who has the entire city as his enemy ... I have no interest in befriending him
1998,Hatyara,Mithun Chakraborty,Tu toh us pagal kutte ki tarah bhaukne laga hai ... jisse pagal hone ke baad charon taraf se maut nazar aati hai,You have started to bark like the mad dog ... who sees death everywhere after going mad
1998,Hatyara,Mukesh Rishi,Tu toh khoon is tarah karta hai jaise bachche khilona todh dete hai ... bus fark itna hai ki woh khilona todhne ke baad rote hai aur tu khoon karne ke baad hasta hai,You kill just like kids break toys ... the only difference is that they cry after they break the toy and you laugh after you kill
1998,Hatyara,Mithun Chakraborty,Maut ko aane ke liye patta nahi poochna parta,Death does not have to ask for the address before it comes
1998,Hatyara,Suman Ranganathan,"Jahan faulaad bhi kaam nahi aata, wahan kali kaam aati hai ... apne husn ki chamak se, dushman ko andha banati hai","Where a man of steel is of no use, there a girl can be of use ... she uses the shine of her body, to turn the enemy blind"
1998,Humse Badhkar Kaun,Saif Ali Khan,Jab rishta zindagi mein aata hai ... toh saath aankhon mein aasoon aur dil mein dard lekar aata hai,When a relationship comes in life ... then it brings tears in the eyes and pain in the heart with itself
1998,Humse Badhkar Kaun,Sunil Shetty,Agar ek kadam bhi badaya ... toh doosra kadam zameen pe rakhne se pehle hi hawa mein kaat di jayega,If you move even one step ... then your leg will be cut in the air before you put your second step on the ground
1998,Humse Badhkar Kaun,Sunil Shetty,Ek foot ki lohe ki nalli aur dedh inch ki barood ki goli ... oont ke mooh mein jeera lagta hai,A foot of an iron barrel and a 1.5 inch bullet of gunpowder ... looks like a cumin seed in a camel's mouth
1998,Jab Pyaar Kisise Hota Hai,Twinkle Khanna,Tum meri nazaro mein itne gir gaye ho ... jahan tak meri nazar bhi nahi pahunch sakti,You have lost your respect from me to such a level ... where even my eyes can't see you
1998,Jab Pyaar Kisise Hota Hai,Twinkle Khanna,Aadmi pahad ki choti se girkar khada ho sakta hai ... magar kisi ki nazar se girkar nahi khada ho sakta,A man can stand up after he falls from a mountain top ... but he cannot stand up after he falls in the eyes of someone
1998,Jab Pyaar Kisise Hota Hai,Mushtaq Khan,Jinko aata tha gussa kutte pe kabhi ... unko kutte pe pyar aata hai abhi,Someone who got angry seeing a dog in the past ... now loves a dog
1998,Iski Topi Uske Sarr,Divya Dutta,"Teri nigahon ka salaam kabul kare, meri nigahon mein woh nafasat nahi ... tujhse mila loon nazar toh magar, mere dil ki shayad yeh aadat nahi","To accept the welcome of your eyes, my eyes don't have that sophistication ... I'll look into your eyes but, may be my heart doesn't have that habit"
